0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.201201201201201191e-02,1.500374812101110166e-03,1.501501501501501488e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.402402402402402382e-02,2.998498499625554953e-03,3.003003003003002977e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.603603603603603572e-02,4.494374440103641663e-03,4.504504504504504465e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.804804804804804763e-02,5.988006005998830483e-03,6.006006006006005954e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.006006006006005954e-02,7.479396564713907715e-03,7.507507507507507442e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.207207207207207145e-02,8.968549478599558561e-03,9.009009009009008931e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.408408408408407642e-02,1.045546810496202420e-02,1.051051051051050955e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.609609609609609526e-02,1.194015579606966596e-02,1.201201201201201191e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.081081081081081141e-01,1.342261589916188443e-02,1.351351351351351426e-02,1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.201201201201201191e-01,1.490285175645541735e-02,1.501501501501501488e-02,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.321321321321321240e-01,1.638086670515278426e-02,1.651651651651651551e-02,3.000000000000000062e-03,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.441441441441441429e-01,1.785666407744918721e-02,1.801801801801801786e-02,4.000000000000000083e-03,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.561561561561561617e-01,1.933024720054026327e-02,1.951951951951952022e-02,4.000000000000000083e-03,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.681681681681681528e-01,2.080161939663001391e-02,2.102102102102101910e-02,8.000000000000000167e-03,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.801801801801801717e-01,2.227078398293765374e-02,2.252252252252252146e-02,1.099999999999999936e-02,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.921921921921921905e-01,2.373774427170506629e-02,2.402402402402402382e-02,1.200000000000000025e-02,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.042042042042042094e-01,2.520250357020489135e-02,2.552552552552552617e-02,1.400000000000000029e-02,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
